TAKIM NO,PAKET NUMARASI,GONDERME SAATI,BASINC,YUKSEKLIK,INIS HIZI,SICAKLIK,PIL GERILIMI,GPS LATITUDE,GPS LONGITUDE,GPS ALTITUDE,UYDU STATUSU,PITCH,ROLL,YAW,DONUS SAYISI,VIDEO AKTARIM BILGISI, SON KOMUT
79108,2547,14/9/2021 09/27/19,1014.65,-12.86,0.00,39.55,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,161.37,0.50,176.37,68.10,HAYIR,
79108,2548,14/9/2021 09/27/20,1014.65,-12.82,0.10,39.56,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,157.25,-12.68,210.12,68.14,HAYIR,
79108,2549,14/9/2021 09/27/21,1014.64,-12.81,0.00,39.57,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,174.75,2.00,166.75,68.24,HAYIR,
79108,2550,14/9/2021 09/27/22,1014.64,-12.79,0.10,39.59,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,172.18,1.75,156.50,68.36,HAYIR,
79108,2551,14/9/2021 09/27/23,1014.65,-12.86,0.00,39.59,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,173.62,4.25,150.37,68.39,HAYIR,
79108,2552,14/9/2021 09/27/24,1014.65,-12.83,-0.20,39.61,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,171.06,2.12,137.93,68.40,HAYIR,
79108,2553,14/9/2021 09/27/25,1014.64,-12.80,0.20,39.62,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,165.37,-0.06,117.62,68.44,HAYIR,
79108,2554,14/9/2021 09/27/26,1014.65,-12.84,-0.10,39.63,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,165.31,1.25,122.18,68.49,HAYIR,
79108,2555,14/9/2021 09/27/27,1014.64,-12.79,0.00,39.64,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,164.81,2.37,124.37,68.51,HAYIR,
79108,2556,14/9/2021 09/27/28,1014.63,-12.66,-0.10,39.65,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,170.12,4.81,113.12,68.51,HAYIR,
79108,2557,14/9/2021 09/27/29,1014.63,-12.72,-0.10,39.66,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,178.00,9.87,65.93,68.54,HAYIR,
79108,2558,14/9/2021 09/27/30,1014.63,-12.71,-0.20,39.68,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,170.00,6.31,94.12,68.68,HAYIR,
79108,2559,14/9/2021 09/27/31,1014.64,-12.73,0.00,39.68,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,172.43,5.62,93.50,68.76,HAYIR,
79108,2560,14/9/2021 09/27/32,1014.65,-12.85,0.00,39.68,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,172.50,6.00,90.31,68.76,HAYIR,
79108,2561,14/9/2021 09/27/33,1014.65,-12.84,-0.10,39.70,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,173.62,5.62,102.81,68.77,HAYIR,
79108,2562,14/9/2021 09/27/34,1014.64,-12.81,0.00,39.72,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,168.81,2.56,124.00,68.80,HAYIR,
79108,2563,14/9/2021 09/27/35,1014.64,-12.78,0.00,39.73,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,170.75,4.12,121.50,68.86,HAYIR,
79108,2564,14/9/2021 09/27/36,1014.64,-12.77,0.10,39.74,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,171.37,4.50,120.43,68.87,HAYIR,
79108,2565,14/9/2021 09/27/37,1014.65,-12.83,0.00,39.75,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,169.12,3.56,122.37,68.87,HAYIR,
79108,2566,14/9/2021 09/27/38,1014.64,-12.79,0.00,39.75,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,169.25,3.81,121.87,68.88,HAYIR,
79108,2567,14/9/2021 09/27/39,1014.65,-12.86,0.10,39.77,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,169.31,2.68,124.62,68.88,HAYIR,
79108,2568,14/9/2021 09/27/40,1014.65,-12.87,0.00,39.78,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-179.87,-0.68,109.68,68.89,HAYIR,
79108,2569,14/9/2021 09/27/41,1014.65,-12.86,0.00,39.79,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,177.50,-10.18,121.18,68.93,HAYIR,
79108,2570,14/9/2021 09/27/42,1014.66,-12.96,0.10,39.81,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,172.62,-10.00,127.06,68.96,HAYIR,
79108,2571,14/9/2021 09/27/43,1014.66,-12.94,-0.10,39.82,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,170.56,-7.06,112.56,68.98,HAYIR,
79108,2572,14/9/2021 09/27/44,1014.66,-12.98,-0.30,39.83,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,174.25,2.25,103.00,69.02,HAYIR,
79108,2573,14/9/2021 09/27/45,1014.66,-12.99,0.00,39.83,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,173.56,1.12,104.12,69.05,HAYIR,
79108,2574,14/9/2021 09/27/46,1014.67,-13.00,0.00,39.84,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,172.31,0.31,103.00,69.05,HAYIR,
79108,2575,14/9/2021 09/27/47,1014.66,-12.94,-0.10,39.86,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,171.31,-0.31,102.56,69.06,HAYIR,
79108,2576,14/9/2021 09/27/48,1014.65,-12.85,0.00,39.87,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,169.62,-1.56,102.43,69.06,HAYIR,
79108,2577,14/9/2021 09/27/49,1014.65,-12.91,0.10,39.88,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,174.12,4.25,101.87,69.06,HAYIR,
79108,2578,14/9/2021 09/27/50,1014.65,-12.90,0.00,39.89,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,170.56,-4.93,86.68,69.06,HAYIR,
79108,2579,14/9/2021 09/27/51,1014.65,-12.84,-0.20,39.90,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-178.43,-13.25,95.68,69.10,HAYIR,
79108,2580,14/9/2021 09/27/52,1014.65,-12.87,0.00,39.91,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-170.87,1.43,101.12,69.13,HAYIR,
79108,2581,14/9/2021 09/27/53,1014.65,-12.90,0.10,39.91,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-167.68,-3.00,88.93,69.14,HAYIR,
79108,2582,14/9/2021 09/27/54,1014.65,-12.89,-0.60,39.93,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-166.18,-9.81,114.68,69.18,HAYIR,
79108,2583,14/9/2021 09/27/55,1014.68,-13.10,0.30,39.93,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-169.25,-11.12,186.18,69.25,HAYIR,
79108,2584,14/9/2021 09/27/56,1014.66,-12.95,-0.80,39.95,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-158.87,-6.81,231.00,69.45,HAYIR,
79108,2585,14/9/2021 09/27/57,1014.68,-13.12,0.10,39.96,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-160.81,-3.18,229.62,69.58,HAYIR,
79108,2586,14/9/2021 09/27/58,1014.67,-13.04,-0.40,39.98,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.93,-8.18,231.62,69.58,HAYIR,
79108,2587,14/9/2021 09/27/59,1014.66,-12.98,0.50,39.99,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-168.68,-2.62,289.81,69.58,HAYIR,
79108,2588,14/9/2021 09/28/00,1014.66,-12.99,-0.20,40.00,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-162.93,-8.06,311.00,69.74,HAYIR,
79108,2589,14/9/2021 09/28/01,1014.65,-12.90,0.00,40.00,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-165.06,-8.93,324.25,69.80,HAYIR,
79108,2590,14/9/2021 09/28/02,1014.64,-12.82,0.00,40.02,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-166.18,-6.50,332.93,69.84,HAYIR,
79108,2591,14/9/2021 09/28/03,1014.65,-12.86,0.30,40.03,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-171.50,1.62,310.93,69.86,HAYIR,
79108,2592,14/9/2021 09/28/04,1014.66,-12.92,-0.20,40.04,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-172.31,-1.93,270.62,69.93,HAYIR,
79108,2593,14/9/2021 09/28/05,1014.66,-12.93,-0.60,40.05,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.43,-9.50,244.56,70.04,HAYIR,
79108,2594,14/9/2021 09/28/06,1014.66,-12.99,-0.50,40.07,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-168.18,-3.06,225.50,70.11,HAYIR,
79108,2596,14/9/2021 09/28/08,1014.64,-12.81,-0.50,40.09,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-167.37,-4.37,243.62,70.21,HAYIR,
79108,2600,14/9/2021 09/28/12,1014.66,-13.01,0.50,40.15,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-161.12,0.81,276.31,70.38,HAYIR,
79108,2601,14/9/2021 09/44/13,1014.67,-1651415.40,326.80,366.08,30.88,0.000000,-0.000000,0.90,Ucus Bekleniyor,-316.48,0.02,252.51,70.43,HAYIR,
79108,2602,14/9/2021 09/28/14,1014.68,-13.13,-0.50,40.16,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.43,-3.37,253.06,70.49,HAYIR,
79108,2603,14/9/2021 09/28/15,1014.68,-13.11,0.30,40.18,11.77,0.000000,0.000000,10.24,Ucus Bekleniyor,-11.83,-1.21,253.00,70.49,HAYIR,
79108,27180,14/9/6117 25/29/17,1014.68,-13.19,-0.80,40.20,14.33,0.000000,0.000000,0.00,Ucus Bekleniyor,-162.93,-2.75,233.50,70.50,HAYIR,
79108,2605,14/9/2021 09/28/17,1014.68,-13.19,-0.60,40.20,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-156.25,-1.25,301.18,70.55,HAYIR,
79108,2615,14/9/2021 09/28/27,1014.70,-13.34,0.00,40.33,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-157.18,-3.43,219.81,71.10,HAYIR,
79108,2619,14/9/2021 09/28/31,1014.71,-16110318.00,-15.66,40.35,55.21,-90465.703000,0.000000,0.00,Ucus Bekleniyor,-161.18,-3.62,244.68,71.14,HAYIR,
79108,2621,14/9/2021 09/28/33,1014.69,-13.23,-0.60,40.41,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-160.93,0.00,252.56,71.19,HAYIR,
79108,2623,14/9/2021 09/28/35,1014.71,-13.46,0.30,40.43,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-161.00,-3.31,261.12,71.27,HAYIR,
79108,2624,14/9/2021 09/28/36,1014.73,-13.57,0.30,40.45,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.75,-4.12,219.31,71.30,HAYIR,
79108,2625,14/9/2021 09/28/37,1014.73,-13.57,-0.60,40.47,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-170.62,-0.50,229.75,71.42,HAYIR,
79108,2626,14/9/2021 09/28/38,1014.70,-13.33,-1.00,40.48,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-166.43,-6.43,259.12,71.44,HAYIR,
79108,2627,14/9/2021 09/28/39,1014.70,-13.38,0.80,40.49,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-175.12,-4.06,245.12,71.53,HAYIR,
79108,2628,14/9/2021 07/242/198,2693205.80,-15.32,-0.40,39.75,3.85,37001575000000000000.000000,0.000000,0.00,Ucus Bekleniyor,-163.50,-4.75,220.37,71.57,HAYIR,
79108,2629,14/9/2021 09/28/41,1014.72,-13.53,0.80,40.50,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-160.87,-0.56,190.06,71.64,HAYIR,
79108,2630,14/9/2021 09/28/42,1014.70,-13.33,0.10,40.52,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-163.31,2.56,188.12,71.72,HAYIR,
79108,2631,14/9/2021 09/28/43,1014.70,-13.30,0.20,40.53,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-177.18,-0.37,197.81,71.73,HAYIR,
79108,2632,14/9/2021 09/28/44,1014.70,-13.33,0.00,40.55,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,176.50,-2.31,198.00,71.75,HAYIR,
79108,2633,14/9/2021 09/28/45,1014.70,-13.32,0.10,40.56,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-179.93,1.31,198.37,71.75,HAYIR,
79108,2634,14/9/2021 09/28/46,1014.70,-13.35,0.00,40.57,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,179.25,-3.00,191.56,71.75,HAYIR,
79108,2635,14/9/2021 09/28/47,1014.71,-13.45,0.10,40.58,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-178.43,0.06,195.00,71.77,HAYIR,
79108,2636,14/9/2021 09/28/49,1014.71,-13.40,-0.30,40.59,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-174.06,1.00,192.25,71.78,HAYIR,
79108,2637,14/9/2021 09/28/50,1014.71,-13.42,0.00,40.59,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.25,-3.00,232.87,71.79,HAYIR,
79108,2638,14/9/2021 09/28/51,1014.70,-13.38,-0.20,40.62,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.81,-6.87,240.68,71.90,HAYIR,
79108,2639,14/9/2021 09/28/52,1014.74,-13.67,0.60,40.63,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-170.50,0.00,246.68,71.92,HAYIR,
79108,2640,14/9/2021 09/28/53,1014.71,-13.44,-0.60,40.64,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-175.18,-1.25,269.18,71.94,HAYIR,
79108,2641,14/9/2021 09/28/54,1014.72,-13.49,0.40,40.65,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-176.25,-5.62,275.31,72.00,HAYIR,
79108,2642,14/9/2021 09/28/55,1014.72,-13.51,0.00,40.66,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-168.18,-9.43,274.06,72.02,HAYIR,
79108,2643,14/9/2021 09/28/56,1014.72,-13.50,0.00,40.68,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-165.81,-8.93,267.93,72.02,HAYIR,
79108,2644,14/9/2021 09/28/57,1014.71,-13.44,0.00,40.68,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-163.43,-4.37,259.75,72.04,HAYIR,
79108,2645,14/9/2021 09/28/58,1014.73,-13.58,0.10,40.70,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-162.12,-5.06,259.93,72.06,HAYIR,
79108,2646,14/9/2021 09/28/59,1014.73,-13.65,-0.10,40.71,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-163.50,-5.00,257.75,72.06,HAYIR,
79108,2647,14/9/2021 09/29/00,1014.72,-13.51,0.00,40.72,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-163.56,-4.87,258.00,72.07,HAYIR,
79108,2648,14/9/2021 09/29/01,1014.72,-13.58,0.10,40.74,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-163.87,-4.75,258.37,72.07,HAYIR,
79108,2649,14/9/2021 09/29/02,1014.72,-13.57,0.00,40.75,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.75,-4.93,257.56,72.07,HAYIR,
79108,2650,14/9/2021 09/29/03,1014.73,-13.62,0.00,40.75,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-163.93,-5.12,257.81,72.07,HAYIR,
79108,2651,14/9/2021 09/29/04,1014.73,-13.61,0.00,40.77,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.75,-4.93,258.25,72.07,HAYIR,
79108,2652,14/9/2021 09/29/05,1014.73,-13.61,0.00,40.77,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-166.43,-9.25,257.62,72.08,HAYIR,
79108,2653,14/9/2021 09/29/06,1014.72,-13.56,0.10,40.80,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-171.06,-7.56,248.93,72.08,HAYIR,
79108,2654,14/9/2021 09/29/07,1014.73,-13.59,0.00,40.81,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,178.68,-13.43,236.81,72.10,HAYIR,
79108,2655,14/9/2021 09/29/08,1014.73,-13.64,0.10,40.82,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-176.25,-13.87,242.50,72.14,HAYIR,
79108,2656,14/9/2021 09/29/09,1014.74,-13.74,0.00,40.83,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,179.93,-16.50,235.25,72.15,HAYIR,
79108,2657,14/9/2021 09/29/10,1014.73,-13.63,0.00,40.84,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-163.87,-3.31,240.56,72.17,HAYIR,
79108,2658,14/9/2021 09/29/11,1014.75,-13.78,0.10,40.84,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-165.37,-5.31,239.43,72.19,HAYIR,
79108,2659,14/9/2021 09/29/12,1014.75,-13.81,-0.20,40.86,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,178.43,-14.31,200.56,72.19,HAYIR,
79108,2660,14/9/2021 09/29/13,1014.74,-13.72,-0.60,40.87,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,179.43,-16.00,155.75,72.30,HAYIR,
79108,2661,14/9/2021 09/29/14,1014.74,-13.74,-0.80,40.88,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,178.68,-12.06,126.18,72.42,HAYIR,
79108,2662,14/9/2021 09/29/15,1014.74,-13.69,-0.20,40.89,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,174.31,-15.06,149.75,72.50,HAYIR,
79108,2663,14/9/2021 09/29/16,1014.74,-13.74,-0.20,40.90,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,178.62,-13.25,169.25,72.57,HAYIR,
79108,2664,14/9/2021 09/29/17,1014.75,-13.83,-0.60,40.91,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,176.62,-11.12,172.00,72.62,HAYIR,
79108,2665,14/9/2021 09/29/18,1014.75,-13.78,-1.20,40.91,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,178.75,-12.37,178.81,72.63,HAYIR,
79108,2666,14/9/2021 09/29/19,1014.76,-13.94,-1.00,40.93,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,179.43,-12.31,167.37,72.65,HAYIR,
79108,2667,14/9/2021 09/29/20,1014.74,-13.77,-0.30,40.93,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,173.00,-12.93,169.75,72.68,HAYIR,
79108,2668,14/9/2021 09/29/21,1014.74,-13.77,0.30,40.96,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,179.81,-10.43,168.75,72.68,HAYIR,
79108,2669,14/9/2021 09/29/22,1014.76,-13.87,-0.20,40.96,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,175.18,-15.18,183.06,72.69,HAYIR,
79108,2670,14/9/2021 09/29/23,1014.78,-14.05,-0.40,40.98,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-175.18,-6.00,193.06,72.73,HAYIR,
79108,2671,14/9/2021 09/29/24,1014.77,-14.02,-0.60,40.99,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,178.75,-10.06,177.62,72.76,HAYIR,
79108,2672,14/9/2021 09/29/25,1014.79,-14.19,-0.60,41.00,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,178.00,-6.81,155.25,72.80,HAYIR,
79108,2673,14/9/2021 09/29/26,1014.79,-14.19,-0.30,41.01,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,176.43,-14.75,135.31,72.86,HAYIR,
79108,2675,14/9/2021 09/29/28,1014.78,-14.10,0.60,41.03,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,176.25,-14.18,121.93,72.94,HAYIR,
79108,2676,14/9/2021 09/29/29,37752328.00,-14.45,1.00,41.04,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,175.37,-20.43,92.56,72.96,HAYIR,
79108,2678,14/9/2021 09/29/31,1014.82,-14.49,-0.80,41.06,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,173.43,-13.56,22.68,73.21,HAYIR,
79108,2688,14/9/2021 09/29/41,1014.83,-14.58,-0.10,41.16,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-176.00,-4.31,146.62,73.71,HAYIR,
79108,2813,14/9/2021 10/00/57,0.00,0.00,0.00,0.00,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.50,4.50,359.12,75.00,HAYIR,
79108,2814,14/9/2021 10/00/58,1013.97,-6.55,0.20,30.95,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.50,5.62,356.06,75.00,HAYIR,
79108,2815,14/9/2021 10/00/59,1013.95,-6.40,-6.59,30.97,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.87,2.68,352.31,75.00,HAYIR,
79108,2816,14/9/2021 10/01/00,1013.96,-6.44,0.00,30.98,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-3.68,5.06,352.43,75.01,HAYIR,
79108,2817,14/9/2021 10/01/01,1013.96,-6.46,-0.10,30.98,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-8.37,3.37,346.68,75.01,HAYIR,
79108,2818,14/9/2021 10/01/02,1013.96,-6.44,0.00,30.99,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-4.25,6.25,345.81,75.03,HAYIR,
79108,2819,14/9/2021 10/01/03,1013.96,-6.44,0.00,30.99,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-6.75,5.06,347.00,75.03,HAYIR,
79108,2820,14/9/2021 10/01/04,1013.96,-6.45,0.00,31.00,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-6.43,4.75,348.00,75.04,HAYIR,
79108,2821,14/9/2021 10/01/05,1013.96,-6.46,0.00,31.00,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-8.93,3.75,347.12,75.04,HAYIR,
79108,2822,14/9/2021 10/01/06,1013.95,-6.36,0.00,31.01,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-8.93,2.68,347.75,75.04,HAYIR,
79108,2823,14/9/2021 10/01/07,1013.95,-6.36,0.10,31.01,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-3.43,1.87,351.25,75.04,HAYIR,
79108,2824,14/9/2021 10/01/08,1013.95,-6.38,0.00,31.02,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.56,1.75,349.93,75.05,HAYIR,
79108,2825,14/9/2021 10/01/09,1013.96,-6.43,0.00,31.03,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.00,2.43,349.75,75.06,HAYIR,
79108,2826,14/9/2021 10/01/10,1013.95,-6.37,0.00,31.03,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-8.06,2.68,349.25,75.06,HAYIR,
79108,2827,14/9/2021 10/01/11,1013.96,-6.41,0.10,31.04,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-9.87,2.25,348.18,75.06,HAYIR,
79108,2828,14/9/2021 10/01/12,1013.95,-6.39,0.00,31.04,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.62,3.81,348.00,75.06,HAYIR,
79108,2829,14/9/2021 10/01/13,1013.95,-6.37,0.10,31.05,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-10.81,1.87,348.00,75.06,HAYIR,
79108,2830,14/9/2021 10/01/14,1013.96,-6.41,0.00,31.05,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-13.43,1.18,347.25,75.06,HAYIR,
79108,2831,14/9/2021 10/01/15,1013.96,-6.49,0.00,31.06,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-14.18,1.56,347.25,75.06,HAYIR,
79108,2832,14/9/2021 10/01/16,1013.96,-6.49,0.00,31.07,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-13.25,3.56,347.18,75.06,HAYIR,
79108,2833,14/9/2021 10/01/17,1013.96,-6.42,0.00,31.07,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.50,5.62,347.31,75.06,HAYIR,
79108,2834,14/9/2021 10/01/18,1013.98,-6.63,0.00,31.08,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.93,4.87,346.87,75.06,HAYIR,
79108,2835,14/9/2021 10/01/19,1013.99,-6.73,-0.10,31.09,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.18,2.87,345.06,75.06,HAYIR,
79108,2836,14/9/2021 10/01/20,1013.99,-6.74,0.00,31.10,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.12,5.75,345.56,75.07,HAYIR,
79108,2837,14/9/2021 10/01/21,1013.96,-6.46,0.00,31.10,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,-13.06,7.75,345.06,75.07,HAYIR,
79108,2838,14/9/2021 10/01/22,1013.95,-6.35,0.20,31.11,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.75,9.06,347.81,75.07,HAYIR,
79108,2839,14/9/2021 10/01/23,1013.94,-6.31,0.10,31.12,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-13.25,9.62,348.75,75.07,HAYIR,
79108,2840,14/9/2021 10/01/24,1013.95,-6.34,0.00,31.13,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-14.50,8.62,348.50,75.08,HAYIR,
79108,2841,14/9/2021 10/01/25,1013.94,-6.27,0.00,31.13,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-13.62,8.68,348.06,75.08,HAYIR,
79108,2842,14/9/2021 10/01/26,1013.93,-6.16,0.10,31.14,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-15.00,7.12,348.56,75.08,HAYIR,
79108,2843,14/9/2021 10/01/27,1013.91,-6.04,0.10,31.15,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-16.50,6.18,347.87,75.08,HAYIR,
79108,2844,14/9/2021 10/01/28,1013.91,-6.01,0.10,31.15,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-17.50,6.12,348.25,75.08,HAYIR,
79108,2845,14/9/2021 10/01/29,1013.91,-6.02,0.00,31.16,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-17.75,6.43,347.75,75.08,HAYIR,
79108,2846,14/9/2021 10/01/30,1013.93,-6.16,0.00,31.17,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-17.12,6.12,347.87,75.08,HAYIR,
79108,2847,14/9/2021 10/01/31,1013.93,-6.16,-0.10,31.17,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.87,0.31,347.75,75.08,HAYIR,
79108,2848,14/9/2021 10/01/32,1013.93,-6.20,0.00,31.18,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.43,3.50,348.87,75.08,HAYIR,
79108,2849,14/9/2021 10/01/33,1013.91,-6.05,0.10,31.19,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,3.43,9.93,324.62,75.09,HAYIR,
79108,2850,14/9/2021 10/01/34,1013.90,-5.91,-0.10,31.19,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,2.18,2.93,318.43,75.15,HAYIR,
