TAKIM NO,PAKET NUMARASI,GONDERME SAATI,BASINC,YUKSEKLIK,INIS HIZI,SICAKLIK,PIL GERILIMI,GPS LATITUDE,GPS LONGITUDE,GPS ALTITUDE,UYDU STATUSU,PITCH,ROLL,YAW,DONUS SAYISI,VIDEO AKTARIM BILGISI, SON KOMUT
79108,3253,14/9/2021 10/08/17,1014.06,-7.38,-0.20,33.09,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,140.56,70.31,151.12,86.02,HAYIR,
79108,3254,14/9/2021 10/08/18,1014.05,-7.28,-0.40,33.09,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.56,70.37,151.18,86.02,HAYIR,
79108,3255,14/9/2021 10/08/19,1014.05,-7.30,-0.10,33.09,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.75,70.37,151.25,86.02,HAYIR,
79108,3256,14/9/2021 10/08/20,1014.06,-7.37,-0.30,33.09,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,140.75,70.37,151.25,86.02,HAYIR,
79108,3257,14/9/2021 10/08/21,1014.06,-7.38,-0.20,33.09,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.62,70.37,151.18,86.02,HAYIR,
79108,3258,14/9/2021 10/08/22,1014.07,-7.44,-0.20,33.11,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.75,70.37,151.25,86.02,HAYIR,
79108,3259,14/9/2021 10/08/23,1014.05,-7.29,-0.30,33.11,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.81,70.37,151.31,86.02,HAYIR,
79108,3260,14/9/2021 10/08/24,1014.04,-7.23,-0.10,33.11,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,143.87,71.12,153.00,86.02,HAYIR,
79108,3261,14/9/2021 10/08/25,1014.05,-7.27,-0.20,33.12,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,141.43,70.87,152.00,86.03,HAYIR,
79108,3262,14/9/2021 10/08/26,1014.05,-7.30,-0.20,33.12,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,141.56,70.93,152.00,86.03,HAYIR,
79108,3263,14/9/2021 10/08/27,1014.07,-7.44,-0.30,33.13,11.87,0.000000,0.000000,0.00,Ucus Bekleniyor,141.18,70.87,151.81,86.03,HAYIR,
79108,3264,14/9/2021 10/08/28,1014.05,-7.30,-0.30,33.13,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,140.93,70.87,151.68,86.03,HAYIR,
79108,3265,14/9/2021 10/08/29,1014.05,-7.26,-0.10,33.13,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,141.00,70.68,151.62,86.03,HAYIR,
79108,3266,14/9/2021 10/08/30,1014.04,-7.17,-0.10,33.14,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,140.62,70.56,151.43,86.03,HAYIR,
79108,3267,14/9/2021 10/08/31,1014.04,-7.20,-0.10,33.14,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,140.56,70.56,151.37,86.03,HAYIR,
79108,3268,14/9/2021 10/08/32,1014.05,-7.29,-0.30,33.14,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,140.56,70.56,151.37,86.03,HAYIR,
79108,3269,14/9/2021 10/08/33,1014.05,-7.28,-0.20,33.15,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.56,70.56,151.37,86.03,HAYIR,
79108,3270,14/9/2021 10/08/34,1014.04,-7.22,-0.20,33.15,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.56,70.56,151.37,86.03,HAYIR,
79108,3271,14/9/2021 10/08/35,1014.04,-7.21,-0.20,33.15,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.87,70.62,151.56,86.03,HAYIR,
79108,3272,14/9/2021 10/08/36,1014.05,-7.32,-0.20,33.16,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.31,70.50,151.18,86.03,HAYIR,
79108,3273,14/9/2021 10/08/37,1014.05,-7.30,-0.30,33.16,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,139.12,70.18,150.56,86.03,HAYIR,
79108,3274,14/9/2021 10/08/38,1014.04,-7.20,-0.20,33.16,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.00,70.43,151.06,86.03,HAYIR,
79108,3275,14/9/2021 10/08/39,1014.05,-7.32,-0.10,33.16,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,140.00,70.37,150.93,86.04,HAYIR,
79108,3276,14/9/2021 10/08/40,1014.06,-7.35,-0.30,33.16,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,140.06,70.37,150.93,86.04,HAYIR,
79108,3277,14/9/2021 10/08/41,1014.06,-7.35,-0.20,33.16,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,136.25,69.31,149.00,86.04,HAYIR,
79108,3278,14/9/2021 10/08/42,1014.05,-7.25,-0.10,33.16,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,135.50,69.06,148.00,86.04,HAYIR,
79108,3279,14/9/2021 10/08/43,1014.08,-7.54,-0.10,33.18,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,158.81,73.50,148.50,86.04,HAYIR,
79108,3280,14/9/2021 10/08/44,1014.06,-7.37,-0.40,33.18,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,163.87,73.93,150.37,86.04,HAYIR,
79108,3281,14/9/2021 10/08/45,1014.08,-7.56,0.00,33.18,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,169.68,74.31,152.62,86.05,HAYIR,
79108,3282,14/9/2021 10/08/46,1014.07,-7.46,-0.30,33.18,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,177.12,74.75,154.43,86.06,HAYIR,
79108,3283,14/9/2021 10/08/47,1014.06,-7.36,-0.10,33.18,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-175.87,74.37,161.31,86.06,HAYIR,
79108,3284,14/9/2021 10/08/48,1014.07,-7.49,-0.10,33.18,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-175.31,75.62,174.81,86.08,HAYIR,
79108,3285,14/9/2021 10/08/49,1014.07,-7.51,-0.20,33.18,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-132.75,67.00,190.37,86.12,HAYIR,
79108,3286,14/9/2021 10/08/50,1014.08,-7.51,-0.20,33.20,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-139.43,69.18,186.37,86.16,HAYIR,
79108,3287,14/9/2021 10/08/51,1014.07,-7.44,0.00,33.20,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-164.37,73.56,176.62,86.17,HAYIR,
79108,3288,14/9/2021 10/08/52,1014.09,-7.63,0.00,33.20,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-105.43,25.81,249.56,86.20,HAYIR,
79108,3289,14/9/2021 10/08/53,1014.08,-7.53,0.00,33.21,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-105.43,25.25,253.87,86.40,HAYIR,
79108,3290,14/9/2021 10/08/54,1014.08,-7.54,0.30,33.21,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-102.37,-7.31,289.18,86.41,HAYIR,
79108,3291,14/9/2021 10/08/55,1014.07,-7.46,0.50,33.21,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-101.37,-13.06,293.31,86.51,HAYIR,
79108,3292,14/9/2021 10/08/56,1014.06,-7.34,0.60,33.21,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-101.50,-13.87,296.81,86.53,HAYIR,
79108,3293,14/9/2021 10/08/57,1014.06,-7.35,0.50,33.22,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-102.37,-3.81,288.62,86.53,HAYIR,
79108,3294,14/9/2021 10/08/58,1014.06,-7.36,0.30,33.22,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-102.18,-9.18,296.56,86.56,HAYIR,
79108,3295,14/9/2021 10/08/59,1014.07,-7.46,0.30,33.23,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-101.81,-7.25,294.25,86.58,HAYIR,
79108,3296,14/9/2021 10/09/00,1014.07,-7.43,0.00,33.23,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-102.62,-9.25,293.62,86.58,HAYIR,
79108,3297,14/9/2021 10/09/01,1014.07,-7.50,0.10,33.23,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-110.43,41.43,229.12,86.59,HAYIR,
79108,3298,14/9/2021 10/09/02,1014.07,-7.48,-0.20,33.24,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-124.37,61.06,198.62,86.76,HAYIR,
79108,3299,14/9/2021 10/09/03,1014.07,-7.46,0.20,33.24,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-104.31,12.43,266.00,86.85,HAYIR,
79108,3300,14/9/2021 10/09/04,1014.07,-7.45,0.30,33.25,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-102.62,-5.43,287.87,87.04,HAYIR,
79108,3301,14/9/2021 10/09/05,1014.06,-7.42,0.20,33.25,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-102.18,-0.31,280.68,87.10,HAYIR,
79108,3302,14/9/2021 10/09/06,1014.06,-7.37,0.20,33.25,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-102.68,5.81,273.18,87.12,HAYIR,
79108,3303,14/9/2021 10/09/07,1014.07,-7.45,0.10,33.27,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-104.43,22.00,254.68,87.14,HAYIR,
79108,3304,14/9/2021 10/09/08,1014.06,-7.41,0.00,33.27,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-105.18,27.68,248.62,87.19,HAYIR,
79108,3305,14/9/2021 10/09/09,1014.06,-7.42,-0.10,33.28,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-106.56,35.18,240.81,87.21,HAYIR,
79108,3306,14/9/2021 10/09/10,1014.08,-7.53,0.00,33.28,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-106.56,39.31,234.62,87.23,HAYIR,
79108,3307,14/9/2021 10/09/11,1014.07,-7.43,0.00,33.29,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-106.00,22.87,261.06,87.24,HAYIR,
79108,3308,14/9/2021 10/09/12,1014.04,-7.22,0.20,33.30,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-105.00,5.81,286.18,87.32,HAYIR,
79108,3309,14/9/2021 10/09/13,1014.04,-7.17,0.40,33.30,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-109.12,26.37,246.00,87.39,HAYIR,
79108,3310,14/9/2021 10/09/14,1014.04,-7.22,0.00,33.32,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-149.75,70.56,169.62,87.50,HAYIR,
79108,3311,14/9/2021 10/09/15,1014.04,-7.23,-0.20,33.32,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-125.00,59.68,190.12,87.71,HAYIR,
79108,3312,14/9/2021 10/09/16,1014.05,-7.33,-0.10,33.33,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-120.37,55.50,196.37,87.77,HAYIR,
79108,3313,14/9/2021 10/09/17,1014.05,-7.33,-0.20,33.33,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-110.31,40.50,215.25,87.79,HAYIR,
79108,3314,14/9/2021 10/09/18,1014.03,-7.09,0.00,33.34,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-116.62,51.37,200.62,87.84,HAYIR,
79108,3315,14/9/2021 10/09/19,1014.01,-6.90,0.40,33.34,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-57.12,70.43,182.93,87.88,HAYIR,
79108,3316,14/9/2021 10/09/20,1013.98,-6.71,-0.60,33.36,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-8.87,47.25,200.81,87.93,HAYIR,
79108,3317,14/9/2021 10/09/21,1013.99,-6.78,-0.20,33.36,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-36.25,44.62,234.37,87.98,HAYIR,
79108,3318,14/9/2021 10/09/22,1013.99,-6.79,-0.60,33.37,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-14.87,41.50,215.37,88.08,HAYIR,
79108,3319,14/9/2021 10/09/23,1013.99,-6.73,0.00,33.38,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-23.12,30.81,233.81,88.13,HAYIR,
79108,3320,14/9/2021 10/09/24,1013.99,-6.74,0.10,33.39,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.31,41.50,229.50,88.18,HAYIR,
79108,3321,14/9/2021 10/09/25,1014.06,-7.38,-0.60,33.39,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-18.68,19.50,225.37,88.19,HAYIR,
79108,3322,14/9/2021 10/09/26,1014.17,-8.39,-1.10,33.34,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-14.75,4.81,223.81,88.20,HAYIR,
79108,3323,14/9/2021 10/09/27,1014.20,-8.62,-1.20,33.25,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.93,0.12,222.06,88.21,HAYIR,
79108,3324,14/9/2021 10/09/28,1014.22,-8.76,-0.60,33.18,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-15.93,8.81,222.43,88.21,HAYIR,
79108,3325,14/9/2021 10/09/29,1014.20,-8.65,-0.30,32.99,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-18.00,10.37,220.81,88.21,HAYIR,
79108,3326,14/9/2021 10/09/30,1014.18,-8.43,0.00,32.83,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-20.25,4.43,225.68,88.22,HAYIR,
79108,3327,14/9/2021 10/09/31,1014.14,-8.09,0.00,32.82,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-17.43,3.81,227.43,88.23,HAYIR,
79108,3328,14/9/2021 10/09/32,1014.15,-8.13,0.30,32.82,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-12.25,13.37,226.06,88.24,HAYIR,
79108,3329,14/9/2021 10/09/33,1014.14,-8.10,-0.50,32.84,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-49.25,2.62,255.06,88.24,HAYIR,
79108,3330,14/9/2021 10/09/34,1014.14,-8.08,0.00,32.80,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-44.12,45.37,231.50,88.32,HAYIR,
79108,3330,14/9/2021 10/12/10,0.00,0.00,0.00,0.00,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,31.75,5.37,3.00,88.00,HAYIR,
79108,3331,14/9/2021 10/12/11,1013.94,-6.18,0.50,27.74,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,30.31,5.81,349.37,88.00,HAYIR,
79108,3332,14/9/2021 10/12/12,1013.94,-6.23,-5.80,27.74,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,30.75,2.18,358.06,88.04,HAYIR,
79108,3333,14/9/2021 10/12/13,1013.95,-6.25,0.00,27.75,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,31.06,1.75,8.31,88.06,HAYIR,
79108,3334,14/9/2021 10/12/14,1013.97,-6.44,0.10,27.76,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,30.87,1.50,23.00,88.09,HAYIR,
79108,3335,14/9/2021 10/12/15,1013.99,-6.62,0.00,27.76,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,29.06,2.06,26.56,88.13,HAYIR,
79108,3336,14/9/2021 10/12/16,1013.98,-6.51,-0.10,27.74,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,32.37,4.18,59.50,88.14,HAYIR,
79108,3337,14/9/2021 10/12/17,1014.07,-7.33,-0.30,27.71,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,25.25,0.75,124.81,88.23,HAYIR,
79108,3338,14/9/2021 10/12/18,1014.15,-8.00,-0.60,27.69,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,25.50,-5.00,103.75,88.41,HAYIR,
79108,3339,14/9/2021 10/12/19,1014.12,-7.78,-0.50,27.68,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,20.12,-3.31,44.68,88.47,HAYIR,
79108,3340,14/9/2021 10/12/20,1014.07,-7.37,0.80,27.66,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,24.68,18.81,24.87,88.63,HAYIR,
79108,3341,14/9/2021 10/12/21,1013.95,-6.31,0.00,27.64,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,30.68,14.68,3.50,88.69,HAYIR,
79108,3342,14/9/2021 10/12/22,1014.04,-7.06,1.00,27.64,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,34.43,17.50,5.25,88.75,HAYIR,
79108,3343,14/9/2021 10/12/23,1014.06,-7.27,-1.79,27.58,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,26.68,9.25,3.00,88.75,HAYIR,
79108,3344,14/9/2021 10/12/24,1014.07,-7.37,-1.70,27.57,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,22.50,5.18,358.93,88.76,HAYIR,
79108,3345,14/9/2021 10/12/25,1014.12,-7.77,0.60,27.57,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,27.62,12.93,13.18,88.77,HAYIR,
79108,3346,14/9/2021 10/12/26,1014.34,-9.72,0.10,27.73,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,25.87,18.18,11.87,88.81,HAYIR,
79108,3347,14/9/2021 10/12/27,1014.38,-10.02,-1.70,28.06,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,33.12,4.75,6.25,88.81,HAYIR,
79108,3348,14/9/2021 10/12/28,1014.39,-10.17,0.00,28.26,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,27.62,-0.93,12.37,88.83,HAYIR,
79108,3349,14/9/2021 10/12/29,1014.39,-10.14,0.10,28.42,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,34.87,0.00,16.31,88.84,HAYIR,
79108,3350,14/9/2021 10/12/30,1014.40,-10.21,-0.10,28.57,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,32.00,-5.25,34.18,88.86,HAYIR,
79108,3351,14/9/2021 10/12/31,1014.44,-10.55,-0.20,28.62,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,29.25,-1.93,22.00,88.91,HAYIR,
79108,3352,14/9/2021 10/12/32,1014.49,-11.06,0.50,28.74,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,17.37,6.12,20.62,88.94,HAYIR,
79108,3353,14/9/2021 10/12/33,1014.52,-11.28,0.60,28.90,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,34.75,14.56,4.81,88.94,HAYIR,
79108,3354,14/9/2021 10/12/34,1014.56,-11.62,0.80,29.15,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,37.06,19.31,350.93,88.99,HAYIR,
79108,3355,14/9/2021 10/12/35,1014.46,-10.76,0.20,29.37,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,37.18,25.75,314.93,89.03,HAYIR,
79108,3356,14/9/2021 10/12/36,1016.35,-27.24,0.60,29.55,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,35.62,13.00,309.43,89.13,HAYIR,
79108,3357,14/9/2021 10/12/37,1014.44,-10.61,-16.29,29.76,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,34.31,10.62,298.00,89.14,HAYIR,
79108,3358,14/9/2021 10/12/38,1015.19,-17.18,16.29,29.88,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,26.25,10.18,290.06,89.17,HAYIR,
79108,3359,14/9/2021 10/12/39,1015.73,-21.86,-6.59,30.07,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,23.68,7.68,275.43,89.19,HAYIR,
79108,3360,14/9/2021 10/12/40,1015.51,-19.99,-5.40,30.20,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,18.87,4.00,253.50,89.23,HAYIR,
79108,3361,14/9/2021 10/12/41,1015.32,-18.33,1.29,30.30,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,6.12,0.00,238.50,89.29,HAYIR,
79108,3362,14/9/2021 10/12/42,1014.88,-14.50,1.60,30.37,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,11.68,5.81,230.87,89.34,HAYIR,
79108,3363,14/9/2021 10/12/43,1014.69,-12.80,3.70,30.45,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,10.87,10.06,241.31,89.36,HAYIR,
79108,3364,14/9/2021 10/12/44,1015.26,-17.80,1.50,30.55,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,20.62,2.93,255.75,89.39,HAYIR,
79108,3365,14/9/2021 10/12/45,1015.93,-23.73,-5.09,30.69,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,19.87,-1.68,255.87,89.43,HAYIR,
79108,3366,14/9/2021 10/12/46,1016.04,-24.64,-5.80,30.76,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,20.93,-4.87,277.37,89.43,HAYIR,
79108,3367,14/9/2021 10/12/47,1015.52,-20.12,-0.80,31.02,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,18.06,-4.31,276.31,89.49,HAYIR,
79108,3368,14/9/2021 10/12/48,1015.50,-19.97,4.40,31.19,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,18.56,-3.43,273.68,89.49,HAYIR,
79108,3369,14/9/2021 10/12/49,1015.56,-20.48,0.40,31.32,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,15.87,-4.12,260.06,89.50,HAYIR,
79108,3370,14/9/2021 10/12/50,1015.14,-16.83,-0.50,31.44,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,14.81,14.31,230.25,89.54,HAYIR,
79108,3371,14/9/2021 10/12/51,1014.53,-11.46,3.70,31.39,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,33.75,6.62,182.81,89.62,HAYIR,
79108,3372,14/9/2021 10/12/52,1014.34,-9.78,5.00,31.26,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,19.68,-13.12,144.62,89.75,HAYIR,
79108,3373,14/9/2021 10/12/53,1014.32,-9.66,1.29,31.26,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-1.62,0.93,138.31,89.86,HAYIR,
79108,3374,14/9/2021 10/12/54,1014.32,-9.58,-0.50,31.44,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.37,4.43,114.31,89.88,HAYIR,
79108,3375,14/9/2021 10/12/55,1014.36,-9.96,-0.30,31.60,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-14.68,3.81,119.56,89.94,HAYIR,
79108,3376,14/9/2021 10/12/56,1014.38,-10.13,-0.80,31.82,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-14.25,3.87,124.56,89.96,HAYIR,
79108,3377,14/9/2021 10/12/57,1014.38,-10.13,-0.50,31.94,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-13.87,1.81,126.06,89.97,HAYIR,
79108,3378,14/9/2021 10/12/58,1014.35,-9.91,-0.10,32.02,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-10.68,3.12,132.37,89.98,HAYIR,
79108,3379,14/9/2021 10/12/59,1014.33,-9.71,0.00,32.12,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.87,3.87,134.62,89.99,HAYIR,
79108,3380,14/9/2021 10/13/00,1014.29,-9.38,0.00,32.18,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.25,3.12,132.75,90.00,HAYIR,
79108,3381,14/9/2021 10/13/01,1014.28,-9.31,0.30,32.29,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-6.37,3.87,133.12,90.00,HAYIR,
79108,3382,14/9/2021 10/13/02,1014.27,-9.20,0.10,32.36,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.12,5.06,133.81,90.01,HAYIR,
79108,3383,14/9/2021 10/13/03,1014.29,-9.42,0.10,32.39,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.37,5.93,135.37,90.01,HAYIR,
79108,3384,14/9/2021 10/13/04,1014.28,-9.33,-0.10,32.41,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-3.75,6.50,138.68,90.01,HAYIR,
79108,3385,14/9/2021 10/13/05,1014.30,-9.49,-0.10,32.50,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-3.06,6.12,138.75,90.02,HAYIR,
79108,3386,14/9/2021 10/13/06,1014.30,-9.48,0.00,32.58,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-4.12,6.43,138.93,90.02,HAYIR,
79108,3387,14/9/2021 10/13/07,1014.30,-9.48,0.00,32.59,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,-4.25,5.56,138.06,90.02,HAYIR,
79108,3388,14/9/2021 10/13/08,1014.31,-9.57,0.00,32.71,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.12,3.25,145.00,90.02,HAYIR,
79108,3389,14/9/2021 10/13/09,1014.33,-9.72,0.00,32.77,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-6.75,3.50,147.87,90.04,HAYIR,
79108,3390,14/9/2021 10/13/10,1014.32,-9.66,-0.20,32.84,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.87,3.50,145.87,90.04,HAYIR,
79108,3391,14/9/2021 10/13/11,1014.33,-9.76,0.10,32.93,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.87,3.50,146.12,90.05,HAYIR,
79108,3392,14/9/2021 10/13/12,1014.35,-9.94,0.00,33.02,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.87,4.25,144.31,90.05,HAYIR,
79108,3393,14/9/2021 10/13/13,1014.35,-9.94,-0.10,33.12,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.81,5.06,143.87,90.06,HAYIR,
79108,3394,14/9/2021 10/13/14,1014.33,-9.73,0.00,33.16,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.25,5.31,143.50,90.06,HAYIR,
79108,3395,14/9/2021 10/13/15,1014.33,-9.76,0.20,33.24,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.43,5.68,143.00,90.06,HAYIR,
79108,3396,14/9/2021 10/13/16,1014.32,-9.72,0.00,33.29,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-7.56,5.87,142.56,90.06,HAYIR,
79108,3397,14/9/2021 10/13/17,1014.35,-9.95,0.00,33.36,11.77,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.00,6.75,144.06,90.06,HAYIR,
79108,3398,14/9/2021 10/13/18,1014.35,-9.97,-0.20,33.38,11.59,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.50,6.75,143.43,90.07,HAYIR,
79108,3399,14/9/2021 10/13/19,1014.36,-10.07,0.00,33.43,11.50,0.000000,0.000000,0.00,Ucus Bekleniyor,-5.25,6.62,144.06,90.07,HAYIR,
79108,3400,14/9/2021 10/13/20,1014.41,-10.45,0.00,33.46,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,6.43,7.31,153.56,90.08,HAYIR,
79108,3401,14/9/2021 10/13/21,1014.67,-12.79,-0.30,33.48,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,9.81,3.18,154.43,90.10,HAYIR,
79108,3402,14/9/2021 10/13/22,1014.82,-14.12,-2.40,33.41,11.68,0.000000,0.000000,0.00,Ucus Bekleniyor,11.18,5.81,164.00,90.10,HAYIR,
